[2025-03-26T22:53:02.418810317Z] [Objectname:/ncar/rda/harshah/era5_tas/zarr/e5_tas2m_daily_1940_2023.zarr/.zmetadata] [Host:128.117.208.98] [Server:127.0.0.1] [Read:3883] [Write:0]
[2025-03-27T04:36:29.942117202Z] [Objectname:/ncar/rda/ds336.0/surface/201701/20170131/Surface_METAR_20170131_0000.nc] [Host:N/A] [Server:128.117.251.131] [Read:8388608] [Write:0]
[2025-03-26T22:53:02.438205853Z] [Objectname:/ncar/rda/harshah/era5_tas/zarr/e5_tas2m_daily_1940_2023.zarr/time/0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:1830] [Write:0]
[2025-03-26T22:53:02.441888154Z] [Objectname:/ncar/rda/harshah/era5_tas/zarr/e5_tas2m_daily_1940_2023.zarr/longitude/0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:903] [Write:0]
[2025-03-26T22:53:02.439673503Z] [Objectname:/ncar/rda/harshah/era5_tas/zarr/e5_tas2m_daily_1940_2023.zarr/latitude/0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:727] [Write:0]
[2025-03-26T22:53:02.438781796Z] [Objectname:/ncar/rda/harshah/era5_tas/zarr/e5_tas2m_daily_1940_2023.zarr/time/0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:1830] [Write:0]
[2025-03-26T22:53:02.441924174Z] [Objectname:/ncar/rda/harshah/era5_tas/zarr/e5_tas2m_daily_1940_2023.zarr/time/0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:1830] [Write:0]
[2025-03-27T03:20:58.994388334Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/.zmetadata] [Host:128.117.208.173] [Server:127.0.0.1] [Read:5033] [Write:0]
[2025-03-26T22:46:01.580408963Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-ssp370-cmip6-TREFHTMX.zarr/.zmetadata] [Host:128.117.208.173] [Server:127.0.0.1] [Read:5092] [Write:0]
[2025-03-26T22:47:01.670928661Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-smbb-TREFHTMX.zarr/.zmetadata] [Host:128.117.208.173] [Server:127.0.0.1] [Read:5059] [Write:0]
[2025-03-26T22:47:01.721617614Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHTMX.zarr/.zmetadata] [Host:128.117.208.173] [Server:127.0.0.1] [Read:5064] [Write:0]
[2025-03-27T03:21:59.293127783Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/.zmetadata] [Host:128.117.208.173] [Server:127.0.0.1] [Read:5147] [Write:0]
[2025-03-26T22:38:50.024298984Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/.zmetadata] [Host:128.117.208.98] [Server:127.0.0.1] [Read:5033] [Write:0]
[2025-03-26T22:38:50.026034943Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/.zmetadata] [Host:128.117.208.98] [Server:127.0.0.1] [Read:5065] [Write:0]
[2025-03-26T22:38:50.035850519Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/.zmetadata] [Host:128.117.208.98] [Server:127.0.0.1] [Read:5147] [Write:0]
[2025-03-26T22:46:45.012134942Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-ssp370-smbb-TREFHTMX.zarr/.zmetadata] [Host:128.117.208.173] [Server:127.0.0.1] [Read:5059] [Write:0]
[2025-03-26T22:30:12.128984479Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/.zmetadata] [Host:128.117.208.173] [Server:127.0.0.1] [Read:5030] [Write:0]
[2025-03-26T22:30:45.042067611Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-ssp370-cmip6-TREFHT.zarr/.zmetadata] [Host:128.117.208.174] [Server:127.0.0.1] [Read:5058] [Write:0]
[2025-03-27T03:21:59.304378623Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/.zmetadata] [Host:128.117.208.173] [Server:127.0.0.1] [Read:5065] [Write:0]
[2025-03-27T03:37:58.194085532Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/46.328.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85581138] [Write:0]
[2025-03-27T03:37:58.197955645Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/44.328.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85604307] [Write:0]
[2025-03-27T03:37:58.197988256Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/44.0.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85369711] [Write:0]
[2025-03-27T03:37:58.226968679Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/37.328.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85461634] [Write:0]
[2025-03-27T03:37:58.230918942Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/36.0.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85579809] [Write:0]
[2025-03-27T03:37:58.273195613Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/32.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85525173] [Write:0]
[2025-03-27T03:37:58.237303292Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/36.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85432913] [Write:0]
[2025-03-27T03:37:58.279874026Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/47.328.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85535703] [Write:0]
[2025-03-27T03:38:58.376102361Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/31.0.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85531533] [Write:0]
[2025-03-27T03:38:58.378664366Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/28.328.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85630245] [Write:0]
[2025-03-27T03:38:58.382819422Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/23.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85391368] [Write:0]
[2025-03-27T03:38:58.383807855Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/47.0.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85479970] [Write:0]
[2025-03-27T03:38:58.385392701Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/22.0.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85537867] [Write:0]
